file_name,date,time,seq_id,species,max_count,start_time,end_time,duration_seconds,match,folder,gpt_species,gpt_count,gpt_summary,gpt_individuals,sample_image
Frames/202506/WR Woods Fox 2/frame_0001.jpg,2025-06-24,19:29:27,folder_WR Woods Fox 2_30,red fox,1,2025-06-24 19:29:27,2025-06-24 19:29:55,28,True,Frames/202506/WR Woods Fox 2,Vulpes vulpes (red fox),1,"An adult red fox was observed walking through a mixed coniferous forest near Bailey or Evergreen, Colorado. The temperature was 62F in the early evening. The fox appeared healthy and was the only animal captured in this sequence.","[{'id': 'fox_1', 'species': 'Vulpes vulpes (red fox)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'walking', 'interaction': 'none', 'notes': 'The fox is moving through the area.'}]",images/Frames/202506/WR Woods Fox 2/frame_0001.jpg
Frames/202506/WR Woods Fox 3/frame_0001.jpg,2025-06-24,19:29:51,folder_WR Woods Fox 3_31,red fox,1,2025-06-24 19:29:51,2025-06-24 19:30:19,28,True,Frames/202506/WR Woods Fox 3,Canis latrans (coyote),2,"In a mixed coniferous forest near Bailey or Evergreen, Colorado, two adult coyotes were observed walking together at 7:29 PM. The temperature was 59F. Both animals appeared healthy and were moving through the forest, possibly in search of food or patrolling their territory.","[{'id': 'coyote_1', 'species': 'Canis latrans (coyote)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'walking', 'interaction': 'near coyote_2', 'notes': 'Moving through the forest'}, {'id': 'coyote_2', 'species': 'Canis latrans (coyote)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'walking', 'interaction': 'near coyote_1', 'notes': 'Following coyote_1'}]",images/Frames/202506/WR Woods Fox 3/frame_0001.jpg
Frames/202506/Waxwing Spring Bear 1 Chunk/frame_0001.jpg,2025-05-24,07:57:28,folder_Waxwing Spring Bear 1 Chunk_32,american black bear,1,2025-05-24 07:57:28,2025-05-24 07:58:42,74,True,Frames/202506/Waxwing Spring Bear 1 Chunk,Ursus americanus (black bear),1,"In a riparian zone near Bailey or Evergreen, Colorado, an adult black bear is observed drinking from a small water source. The bear appears healthy and is alone, with no other animals present. The temperature is 46F, and the time is early morning, suggesting the bear is likely active and foraging during the cooler part of the day.","[{'id': 'bear_1', 'species': 'Ursus americanus (black bear)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'drinking', 'interaction': 'none', 'notes': 'The bear is seen drinking from a small water source.'}]",images/Frames/202506/Waxwing Spring Bear 1 Chunk/frame_0001.jpg
Frames/202506/Waxwing Spring Bear 2/frame_0003.jpg,2025-05-24,08:01:02,folder_Waxwing Spring Bear 2_33,american black bear,2,2025-05-24 08:00:58,2025-05-24 08:01:26,28,True,Frames/202506/Waxwing Spring Bear 2,Ursus americanus (black bear),1,"In a riparian zone near Bailey or Evergreen, Colorado, an adult black bear was observed walking through the area at 8:00 AM. The temperature was 50F. The bear appeared healthy and was likely foraging as it moved through the habitat.","[{'id': 'bear_1', 'species': 'Ursus americanus (black bear)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'walking', 'interaction': 'none', 'notes': 'Bear is moving through the area, possibly foraging.'}]",images/Frames/202506/Waxwing Spring Bear 2/frame_0001.jpg
Frames/202506/Waxwing Spring Bear 3/frame_0001.jpg,2025-05-24,21:01:28,folder_Waxwing Spring Bear 3_34,american black bear,1,2025-05-24 21:01:28,2025-05-24 21:01:46,18,True,Frames/202506/Waxwing Spring Bear 3,Ursus americanus (American black bear),1,"An adult American black bear is observed drinking from a water source in a riparian zone at night. The temperature is 49F, which is typical for this time of year in the area. The bear appears healthy and is alone, with no other animals present in the sequence.","[{'id': 'bear_1', 'species': 'Ursus americanus (American black bear)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'drinking', 'interaction': 'none', 'notes': 'The bear is near a water source.'}]",images/Frames/202506/Waxwing Spring Bear 3/frame_0001.jpg
Frames/202506/Waxwing Spring Bear 4/frame_0001.jpg,2025-05-24,21:02:08,folder_Waxwing Spring Bear 4_35,american black bear,1,2025-05-24 21:02:08,2025-05-24 21:02:26,18,True,Frames/202506/Waxwing Spring Bear 4,Ursus americanus (American black bear),1,"An adult American black bear is observed in a riparian zone at night, near a water source. The bear appears healthy and is walking, possibly foraging or exploring the area. The temperature is 50F, which is typical for this time of year in the region.","[{'id': 'bear_1', 'species': 'Ursus americanus (American black bear)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'walking', 'interaction': 'none', 'notes': 'The bear is near a water source, possibly foraging or exploring.'}]",images/Frames/202506/Waxwing Spring Bear 4/frame_0001.jpg
Frames/202506/Waxwing Spring Elk 1/frame_0002.jpg,2025-05-22,06:56:33,folder_Waxwing Spring Elk 1_36,elk,2,2025-05-22 06:56:31,2025-05-22 06:56:59,28,True,Frames/202506/Waxwing Spring Elk 1,Cervus canadensis (elk),1,"An adult elk is observed drinking from a small water source in a riparian zone near Bailey or Evergreen, Colorado. The temperature is 32F, indicating a cold morning. The elk appears healthy and is alone, with no other animals present in the sequence.","[{'id': 'elk_1', 'species': 'Cervus canadensis (elk)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'drinking', 'interaction': 'none', 'notes': 'The elk is drinking from a small water source.'}]",images/Frames/202506/Waxwing Spring Elk 1/frame_0001.jpg
Frames/202506/Waxwing Spring Elk 2/frame_0009.jpg,2025-05-22,06:57:44,folder_Waxwing Spring Elk 2_37,elk,2,2025-05-22 06:57:28,2025-05-22 06:58:00,32,True,Frames/202506/Waxwing Spring Elk 2,Cervus canadensis (elk),1,"An adult elk is observed in a riparian zone near Bailey or Evergreen, Colorado, at 6:57 AM. The temperature is 36F. The elk appears healthy and is drinking from a small water source. The scene is typical of early morning activity in this habitat.","[{'id': 'elk_1', 'species': 'Cervus canadensis (elk)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'drinking', 'interaction': 'none', 'notes': 'The elk is near a small water source.'}]",images/Frames/202506/Waxwing Spring Elk 2/frame_0001.jpg
Frames/202506/Waxwing Spring Elk 3/frame_0001.jpg,2025-06-03,10:16:44,folder_Waxwing Spring Elk 3_38,elk,1,2025-06-03 10:16:44,2025-06-03 10:17:12,28,True,Frames/202506/Waxwing Spring Elk 3,Cervus canadensis (elk),1,"An adult elk is observed walking through a riparian zone near a small water body. The temperature is 44F, and the elk appears healthy and is moving steadily through the area. The scene is captured in the morning, indicating typical diurnal activity for this species.","[{'id': 'elk_1', 'species': 'Cervus canadensis (elk)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'walking', 'interaction': 'none', 'notes': 'The elk is moving through a riparian area.'}]",images/Frames/202506/Waxwing Spring Elk 3/frame_0001.jpg
Frames/202506/Waxwing Spring Grey Fox 1/frame_0001.jpg,2025-06-03,00:12:15,folder_Waxwing Spring Grey Fox 1_39,blank,1,2025-06-03 00:12:15,2025-06-03 00:12:33,18,False,Frames/202506/Waxwing Spring Grey Fox 1,Puma concolor (mountain lion),1,"A single adult mountain lion is observed walking through a riparian zone at night. The temperature is 46F, which is typical for this time of year in the area. The mountain lion appears healthy and is moving steadily, likely on a patrol or hunt.","[{'id': 'mountain_lion_1', 'species': 'Puma concolor (mountain lion)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'walking', 'interaction': 'none', 'notes': 'The mountain lion is moving through the area.'}]",images/Frames/202506/Waxwing Spring Grey Fox 1/frame_0001.jpg
Frames/202506/Waxwing Spring Moose 1/frame_0001.jpg,2025-05-28,10:06:42,folder_Waxwing Spring Moose 1_40,moose,1,2025-05-28 10:06:42,2025-05-28 10:07:24,42,True,Frames/202506/Waxwing Spring Moose 1,Alces alces (moose),1,"A young moose is observed in a riparian zone near Bailey or Evergreen, Colorado, at 10:06 AM. The moose appears healthy and is drinking from a small water source. The temperature is 60F, which is typical for the time of year. The scene is calm with no other animals present.","[{'id': 'moose_1', 'species': 'Alces alces (moose)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'drinking', 'interaction': 'none', 'notes': 'The moose is near a small water source.'}]",images/Frames/202506/Waxwing Spring Moose 1/frame_0001.jpg
Frames/202506/Waxwing Spring Moose 2/frame_0001.jpg,2025-05-28,10:07:39,folder_Waxwing Spring Moose 2_41,moose,1,2025-05-28 10:07:39,2025-05-28 10:08:11,32,True,Frames/202506/Waxwing Spring Moose 2,Alces alces (moose),1,"A young moose is observed in a riparian zone near Bailey or Evergreen, Colorado, at 10:07 AM. The moose appears healthy and is drinking from a small stream. The temperature is 64F, and the scene captures the moose in a solitary activity without any interactions with other animals.","[{'id': 'moose_1', 'species': 'Alces alces (moose)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'drinking', 'interaction': 'none', 'notes': 'The moose is near a small stream.'}]",images/Frames/202506/Waxwing Spring Moose 2/frame_0001.jpg
Frames/202506/Waxwing x Spring Bear 1/frame_0012.jpg,2025-06-21,05:53:27,folder_Waxwing x Spring Bear 1_42,american black bear,3,2025-06-21 05:53:05,2025-06-21 05:53:59,54,True,Frames/202506/Waxwing x Spring Bear 1,Ursus americanus (American black bear),3,"In a riparian zone near Bailey or Evergreen, Colorado, an adult American black bear is observed leading two healthy cubs. The bears are walking through the area, likely exploring or foraging. The temperature is 50F, and the time is early morning, which is typical for bear activity. The adult bear appears to be guiding the cubs, indicating a family group dynamic.","[{'id': 'bear_1', 'species': 'Ursus americanus (American black bear)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'walking', 'interaction': 'near bear_cub_1 and bear_cub_2', 'notes': 'Adult bear leading cubs'}, {'id': 'bear_cub_1', 'species': 'Ursus americanus (American black bear)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'following', 'interaction': 'near bear_1', 'notes': 'Cub following adult bear'}, {'id': 'bear_cub_2', 'species': 'Ursus americanus (American black bear)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'following', 'interaction': 'near bear_1', 'notes': 'Cub following adult bear'}]",images/Frames/202506/Waxwing x Spring Bear 1/frame_0001.jpg
Frames/202506/Waxwing x Spring Bear 10/frame_0010.jpg,2025-06-21,08:20:13,folder_Waxwing x Spring Bear 10_43,animal,2,2025-06-21 08:19:55,2025-06-21 08:20:23,28,False,Frames/202506/Waxwing x Spring Bear 10,,0,"The camera trap images from a riparian zone near Bailey or Evergreen, Colorado, show no visible wildlife activity during the morning at 75F. The habitat is characterized by dense vegetation and fallen logs, typical of a riparian area. The absence of animals in these frames suggests a quiet period in this ecosystem.",[],images/Frames/202506/Waxwing x Spring Bear 10/frame_0001.jpg
Frames/202506/Waxwing x Spring Bear 11/frame_0004.jpg,2025-06-21,08:22:52,folder_Waxwing x Spring Bear 11_44,mammal,3,2025-06-21 08:22:46,2025-06-21 08:23:14,28,False,Frames/202506/Waxwing x Spring Bear 11,Ursus americanus (black bear),2,"In a riparian zone near Bailey or Evergreen, Colorado, two young black bear cubs are observed playing near a small stream. The temperature is 72F, and the cubs appear healthy and active, engaging in social interactions typical of their age. The scene captures a moment of playful behavior in a lush, green habitat.","[{'id': 'bear_cub_1', 'species': 'Ursus americanus (black bear)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'playing', 'interaction': 'near bear_cub_2', 'notes': 'Engaged in playful behavior near a small stream.'}, {'id': 'bear_cub_2', 'species': 'Ursus americanus (black bear)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'playing', 'interaction': 'near bear_cub_1', 'notes': 'Engaged in playful behavior near a small stream.'}]",images/Frames/202506/Waxwing x Spring Bear 11/frame_0001.jpg
Frames/202506/Waxwing x Spring Bear 12/frame_0001.jpg,2025-06-21,08:23:22,folder_Waxwing x Spring Bear 12_45,carnivorous mammal,2,2025-06-21 08:23:22,2025-06-21 08:23:50,28,False,Frames/202506/Waxwing x Spring Bear 12,Ursus americanus (black bear),2,"In a riparian zone near Bailey or Evergreen, Colorado, two young black bear cubs are observed playing together in the morning light. The temperature is a warm 74F, and the cubs appear healthy and active, engaging in social play behavior. The scene captures a moment of youthful interaction in a lush, green habitat.","[{'id': 'bear_cub_1', 'species': 'Ursus americanus (black bear)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'playing', 'interaction': 'near bear_cub_2', 'notes': 'Visible in images 1 and 4'}, {'id': 'bear_cub_2', 'species': 'Ursus americanus (black bear)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'playing', 'interaction': 'near bear_cub_1', 'notes': 'Visible in images 1 and 4'}]",images/Frames/202506/Waxwing x Spring Bear 12/frame_0001.jpg
Frames/202506/Waxwing x Spring Bear 13/frame_0010.jpg,2025-06-21,08:26:06,folder_Waxwing x Spring Bear 13_46,carnivorous mammal,3,2025-06-21 08:25:48,2025-06-21 08:26:24,36,False,Frames/202506/Waxwing x Spring Bear 13,Ursus americanus (American black bear),2,"In a riparian zone near Bailey or Evergreen, Colorado, two young American black bear cubs are observed exploring the area. The temperature is 79F, and the cubs appear healthy and active, walking together through the habitat. Their behavior suggests curiosity and playfulness typical of young bears in a safe environment.","[{'id': 'bear_cub_1', 'species': 'Ursus americanus (American black bear)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'walking', 'interaction': 'near bear_cub_2', 'notes': 'Appears to be exploring the area.'}, {'id': 'bear_cub_2', 'species': 'Ursus americanus (American black bear)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'walking', 'interaction': 'near bear_cub_1', 'notes': 'Following bear_cub_1.'}]",images/Frames/202506/Waxwing x Spring Bear 13/frame_0001.jpg
Frames/202506/Waxwing x Spring Bear 14/frame_0008.jpg,2025-06-21,08:33:15,folder_Waxwing x Spring Bear 14_47,american black bear,1,2025-06-21 08:33:01,2025-06-21 08:34:07,66,True,Frames/202506/Waxwing x Spring Bear 14,Ursus americanus (American black bear),1,"An adult American black bear is observed resting in a riparian zone near a small stream. The bear appears healthy and is lying down in a sunny area, suggesting it might be taking advantage of the warm morning temperature of 77F. The habitat is characterized by dense vegetation and fallen logs, typical of a riparian zone in the Bailey or Evergreen, Colorado area.","[{'id': 'bear_1', 'species': 'Ursus americanus (American black bear)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'resting', 'interaction': 'none', 'notes': 'Bear is lying down in a sunny area near a small stream.'}]",images/Frames/202506/Waxwing x Spring Bear 14/frame_0001.jpg
Frames/202506/Waxwing x Spring Bear 15/frame_0004.jpg,2025-06-21,10:56:04,folder_Waxwing x Spring Bear 15_48,american black bear,4,2025-06-21 10:55:58,2025-06-21 10:56:46,48,True,Frames/202506/Waxwing x Spring Bear 15,Ursus americanus (black bear),4,"A family of black bears, consisting of an adult and three cubs, is observed in a riparian zone. The adult bear is resting while the cubs are actively playing around. The temperature is warm at 82F, which may contribute to the playful behavior of the cubs. The scene captures a typical family dynamic in a natural habitat.","[{'id': 'bear_1', 'species': 'Ursus americanus (black bear)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'resting', 'interaction': 'near bear_cub_1, bear_cub_2, bear_cub_3', 'notes': 'Adult bear with cubs'}, {'id': 'bear_cub_1', 'species': 'Ursus americanus (black bear)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'playing', 'interaction': 'near bear_1, bear_cub_2, bear_cub_3', 'notes': 'Cub playing near adult'}, {'id': 'bear_cub_2', 'species': 'Ursus americanus (black bear)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'playing', 'interaction': 'near bear_1, bear_cub_1, bear_cub_3', 'notes': 'Cub playing near adult'}, {'id': 'bear_cub_3', 'species': 'Ursus americanus (black bear)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'playing', 'interaction': 'near bear_1, bear_cub_1, bear_cub_2', 'notes': 'Cub playing near adult'}]",images/Frames/202506/Waxwing x Spring Bear 15/frame_0001.jpg
Frames/202506/Waxwing x Spring Bear 16/frame_0008.jpg,2025-06-21,11:00:37,folder_Waxwing x Spring Bear 16_49,american black bear,4,2025-06-21 11:00:23,2025-06-21 11:00:51,28,True,Frames/202506/Waxwing x Spring Bear 16,Ursus americanus (American black bear),2,"In a riparian zone near Bailey or Evergreen, Colorado, two young American black bear cubs were observed playing together. The temperature was 91F, indicating a warm day. The cubs appeared healthy and were actively interacting with each other, showcasing typical playful behavior for their age.","[{'id': 'bear_cub_1', 'species': 'Ursus americanus (American black bear)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'playing', 'interaction': 'near bear_cub_2', 'notes': 'Engaged in playful behavior with another cub.'}, {'id': 'bear_cub_2', 'species': 'Ursus americanus (American black bear)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'playing', 'interaction': 'near bear_cub_1', 'notes': 'Engaged in playful behavior with another cub.'}]",images/Frames/202506/Waxwing x Spring Bear 16/frame_0001.jpg
Frames/202506/Waxwing x Spring Bear 2/frame_0001.jpg,2025-06-21,05:54:05,folder_Waxwing x Spring Bear 2_50,american black bear,2,2025-06-21 05:54:05,2025-06-21 05:54:39,34,True,Frames/202506/Waxwing x Spring Bear 2,Ursus americanus (black bear),1,"In the early morning, an adult black bear was observed walking through a riparian zone near a small stream. The bear appeared healthy and was likely following the water source. The temperature was a cool 55F, typical for this time of day in the area.","[{'id': 'bear_1', 'species': 'Ursus americanus (black bear)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'walking', 'interaction': 'none', 'notes': 'Bear is moving through the area, likely following the stream.'}]",images/Frames/202506/Waxwing x Spring Bear 2/frame_0001.jpg
Frames/202506/Waxwing x Spring Bear 3/frame_0001.jpg,2025-06-21,08:12:44,folder_Waxwing x Spring Bear 3_51,american black bear,3,2025-06-21 08:12:44,2025-06-21 08:13:12,28,True,Frames/202506/Waxwing x Spring Bear 3,Ursus americanus (black bear),3,"In a riparian zone near Bailey or Evergreen, Colorado, an adult black bear is seen walking with two healthy cubs. The temperature is 63F, and the bears are moving through the area, likely exploring or foraging. The presence of the cubs suggests a family group, with the adult bear leading the way.","[{'id': 'bear_1', 'species': 'Ursus americanus (black bear)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'walking', 'interaction': 'near bear_cub_1 and bear_cub_2', 'notes': 'Accompanied by two cubs.'}, {'id': 'bear_cub_1', 'species': 'Ursus americanus (black bear)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'walking', 'interaction': 'near bear_1 and bear_cub_2', 'notes': 'Following adult bear.'}, {'id': 'bear_cub_2', 'species': 'Ursus americanus (black bear)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'walking', 'interaction': 'near bear_1 and bear_cub_1', 'notes': 'Following adult bear.'}]",images/Frames/202506/Waxwing x Spring Bear 3/frame_0001.jpg
Frames/202506/Waxwing x Spring Bear 4/frame_0007.jpg,2025-06-21,08:13:55,folder_Waxwing x Spring Bear 4_52,american black bear,2,2025-06-21 08:13:43,2025-06-21 08:14:27,44,True,Frames/202506/Waxwing x Spring Bear 4,Ursus americanus (black bear),3,"In a riparian zone near Bailey or Evergreen, Colorado, an adult black bear is resting while two cubs play nearby. The scene is captured in the morning with a temperature of 66F. The bears appear healthy and are engaging in typical social behavior for a family group.","[{'id': 'bear_1', 'species': 'Ursus americanus (black bear)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'resting', 'interaction': 'near bear_cub_1 and bear_cub_2', 'notes': 'Adult bear resting near cubs.'}, {'id': 'bear_cub_1', 'species': 'Ursus americanus (black bear)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'playing', 'interaction': 'near bear_1 and bear_cub_2', 'notes': 'Cub playing in the grass.'}, {'id': 'bear_cub_2', 'species': 'Ursus americanus (black bear)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'playing', 'interaction': 'near bear_1 and bear_cub_1', 'notes': 'Cub playing in the grass.'}]",images/Frames/202506/Waxwing x Spring Bear 4/frame_0001.jpg
Frames/202506/Waxwing x Spring Bear 5/frame_0003.jpg,2025-06-21,08:14:47,folder_Waxwing x Spring Bear 5_53,american black bear,2,2025-06-21 08:14:43,2025-06-21 08:15:27,44,True,Frames/202506/Waxwing x Spring Bear 5,Ursus americanus (black bear),2,"In a riparian zone near Bailey or Evergreen, Colorado, an adult black bear and its cub are observed moving through a stream. The adult bear appears healthy and is walking, while the cub follows closely. The temperature is 70F, indicating a warm morning. The bears are likely foraging or traveling through their habitat.","[{'id': 'bear_1', 'species': 'Ursus americanus (black bear)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'walking', 'interaction': 'near bear_cub_1', 'notes': 'Adult bear moving through the stream.'}, {'id': 'bear_cub_1', 'species': 'Ursus americanus (black bear)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'following', 'interaction': 'near bear_1', 'notes': 'Cub following the adult bear.'}]",images/Frames/202506/Waxwing x Spring Bear 5/frame_0001.jpg
Frames/202506/Waxwing x Spring Bear 6/frame_0001.jpg,2025-06-21,08:15:37,folder_Waxwing x Spring Bear 6_54,american black bear,1,2025-06-21 08:15:37,2025-06-21 08:16:05,28,True,Frames/202506/Waxwing x Spring Bear 6,Ursus americanus (American black bear),1,"An adult American black bear is observed walking through a mixed forest habitat near Bailey or Evergreen, Colorado. The bear appears healthy and is moving steadily through the area. The temperature is 73F, indicating a warm morning.","[{'id': 'bear_1', 'species': 'Ursus americanus (American black bear)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'walking', 'interaction': 'none', 'notes': 'Bear is moving through a forested area.'}]",images/Frames/202506/Waxwing x Spring Bear 6/frame_0001.jpg
Frames/202506/Waxwing x Spring Bear 7/frame_0002.jpg,2025-06-21,08:16:13,folder_Waxwing x Spring Bear 7_55,american black bear,2,2025-06-21 08:16:11,2025-06-21 08:16:39,28,True,Frames/202506/Waxwing x Spring Bear 7,Ursus americanus (black bear),2,"In a riparian zone near Bailey or Evergreen, Colorado, an adult black bear and a cub are observed at 8:16 AM. The adult bear is walking through the area, with the cub following closely. The temperature is 75F, indicating a warm morning. Both bears appear healthy and are moving through the habitat together.","[{'id': 'bear_1', 'species': 'Ursus americanus (black bear)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'walking', 'interaction': 'near bear_cub_1', 'notes': 'Adult bear moving through the area.'}, {'id': 'bear_cub_1', 'species': 'Ursus americanus (black bear)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'following', 'interaction': 'near bear_1', 'notes': 'Cub following the adult bear.'}]",images/Frames/202506/Waxwing x Spring Bear 7/frame_0001.jpg
Frames/202506/Waxwing x Spring Bear 8/frame_0008.jpg,2025-06-21,08:18:17,folder_Waxwing x Spring Bear 8_56,american black bear,3,2025-06-21 08:18:03,2025-06-21 08:18:31,28,True,Frames/202506/Waxwing x Spring Bear 8,Ursus americanus (American black bear),3,"In a riparian zone near Bailey or Evergreen, Colorado, an adult American black bear is observed with two cubs. The adult bear appears healthy and is walking, while the cubs are engaged in playful behavior. The temperature is 73F, indicating a warm morning. The family group is interacting closely, suggesting a nurturing environment.","[{'id': 'bear_1', 'species': 'Ursus americanus (American black bear)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'walking', 'interaction': 'near bear_cub_1 and bear_cub_2', 'notes': 'Accompanied by two cubs.'}, {'id': 'bear_cub_1', 'species': 'Ursus americanus (American black bear)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'playing', 'interaction': 'near bear_1 and bear_cub_2', 'notes': 'Engaged in playful behavior.'}, {'id': 'bear_cub_2', 'species': 'Ursus americanus (American black bear)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'playing', 'interaction': 'near bear_1 and bear_cub_1', 'notes': 'Engaged in playful behavior.'}]",images/Frames/202506/Waxwing x Spring Bear 8/frame_0001.jpg
Frames/202506/Waxwing x Spring Bear 9/frame_0006.jpg,2025-06-21,08:18:50,folder_Waxwing x Spring Bear 9_57,american black bear,3,2025-06-21 08:18:40,2025-06-21 08:19:10,30,True,Frames/202506/Waxwing x Spring Bear 9,Ursus americanus (American black bear),2,"In a riparian zone near Bailey or Evergreen, Colorado, an adult American black bear and a cub are observed. The adult bear is walking while the cub is playing nearby. The temperature is 74F, and the scene occurs in the morning. The bears appear healthy and are interacting closely, typical of a mother-cub dynamic.","[{'id': 'bear_1', 'species': 'Ursus americanus (American black bear)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'walking', 'interaction': 'near bear_cub_1', 'notes': 'Adult bear moving through the area.'}, {'id': 'bear_cub_1', 'species': 'Ursus americanus (American black bear)', 'sex': 'unknown', 'approx_age': 'young', 'health': 'healthy', 'activity': 'playing', 'interaction': 'near bear_1', 'notes': 'Cub engaging in playful behavior.'}]",images/Frames/202506/Waxwing x Spring Bear 9/frame_0001.jpg
Frames/202506/Waxwing x Spring Coyote 1/frame_0001.jpg,2025-06-16,17:58:52,folder_Waxwing x Spring Coyote 1_58,coyote,1,2025-06-16 17:58:52,2025-06-16 17:59:20,28,True,Frames/202506/Waxwing x Spring Coyote 1,Canis latrans (coyote),1,"An adult coyote is observed in a riparian zone near Bailey or Evergreen, Colorado, drinking from a small water source. The temperature is 79F, indicating a warm day. The coyote appears healthy and is alone, with no other animals present in the sequence.","[{'id': 'coyote_1', 'species': 'Canis latrans (coyote)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'drinking', 'interaction': 'none', 'notes': 'The coyote is seen drinking from a small water source.'}]",images/Frames/202506/Waxwing x Spring Coyote 1/frame_0001.jpg
Frames/202506/Waxwing x Spring Elk 1/frame_0016.jpg,2025-06-24,19:59:06,folder_Waxwing x Spring Elk 1_59,elk,2,2025-06-24 19:58:36,2025-06-24 19:59:14,38,True,Frames/202506/Waxwing x Spring Elk 1,Cervus canadensis (elk),1,"An adult elk is observed in a riparian zone near Bailey or Evergreen, Colorado, during the evening at 56°F. The elk appears healthy and is engaged in browsing near a small stream, indicating foraging behavior. The scene is typical of a riparian habitat, providing ample vegetation for browsing.","[{'id': 'elk_1', 'species': 'Cervus canadensis (elk)', 'sex': 'unknown', 'approx_age': 'adult', 'health': 'healthy', 'activity': 'browsing', 'interaction': 'none', 'notes': 'The elk is near a small stream, likely foraging.'}]",images/Frames/202506/Waxwing x Spring Elk 1/frame_0001.jpg
